chamber_before_election,chamber_after_election,Party,Candidate,Year,Ideology,Nominate_D1_before,Nominate_D2_before,NP_D1_before,NP_D2_before,Nominate_D1_after,Nominate_D2_after,NP_D1_after,NP_D2_after
Senate,Senate,Democratic,Kristen Gillibrand,2022,-2.211,-0.451,-0.323,-0.325,-0.107,-0.451,-0.323,-0.385,-0.521
Senate,Senate,Democratic,Kristen Gillibrand,2024,-2.215,-0.451,-0.323,-0.36,0.02,-0.451,-0.323,-0.325,-0.107
Senate,Senate,Democratic,Mark Udall,2010,-2.039,-0.353,0.049,-0.244,-0.172,-0.353,0.049,-0.237,-0.241
Senate,Senate,Democratic,Mark Udall,2012,-1.778,-0.353,0.049,-0.248,-0.069,-0.353,0.049,-0.244,-0.172
NA,Senate,Democratic,Mark Udall,2014,-2.375,NA,NA,NA,NA,-0.353,0.049,-0.248,-0.069
Senate,Senate,Democratic,Michael F. Bennet,2010,-2.239,-0.236,-0.185,-0.225,-0.199,-0.236,-0.185,-0.211,-0.129
Senate,Senate,Democratic,Michael F. Bennet,2012,-1.807,-0.236,-0.185,-0.246,-0.081,-0.236,-0.185,-0.225,-0.199
Senate,Senate,Democratic,Michael F. Bennet,2014,-1.726,-0.236,-0.185,-0.175,-0.137,-0.236,-0.185,-0.246,-0.081
Senate,Senate,Democratic,Michael F. Bennet,2016,-1.805,-0.236,-0.185,-0.2,-0.148,-0.236,-0.185,-0.175,-0.137
Senate,Senate,Democratic,Michael F. Bennet,2018,-1.73,-0.236,-0.185,-0.3,-0.144,-0.236,-0.185,-0.2,-0.148
Senate,Senate,Democratic,Michael F. Bennet,2020,-1.794,-0.236,-0.185,-0.287,-0.026,-0.236,-0.185,-0.3,-0.144
Senate,Senate,Democratic,Michael F. Bennet,2022,-2.061,-0.236,-0.185,-0.363,0.173,-0.236,-0.185,-0.287,-0.026
Senate,Senate,Democratic,Michael F. Bennet,2024,-1.964,-0.236,-0.185,-0.258,-0.305,-0.236,-0.185,-0.363,0.173
Senate,Senate,Democratic,John Hickenlooper,2022,-2.065,-0.263,-0.042,-0.27,0.051,-0.263,-0.042,-0.229,-0.108
Senate,Senate,Democratic,John Hickenlooper,2024,-2.085,-0.263,-0.042,-0.266,-0.048,-0.263,-0.042,-0.27,0.051
Senate,Senate,Democratic,Mark R. Warner,2010,-1.536,-0.208,-0.039,-0.192,-0.072,-0.208,-0.039,-0.218,-0.105
Senate,Senate,Democratic,Mark R. Warner,2012,-1.427,-0.208,-0.039,-0.209,0.051,-0.208,-0.039,-0.192,-0.072
Senate,Senate,Democratic,Mark R. Warner,2014,-1.779,-0.208,-0.039,-0.17,-0.125,-0.208,-0.039,-0.209,0.051
Senate,Senate,Democratic,Mark R. Warner,2016,-1.46,-0.208,-0.039,-0.176,-0.03,-0.208,-0.039,-0.17,-0.125
Senate,Senate,Democratic,Mark R. Warner,2018,-1.771,-0.208,-0.039,-0.222,-0.019,-0.208,-0.039,-0.176,-0.03
Senate,Senate,Democratic,Mark R. Warner,2020,-2.018,-0.208,-0.039,-0.275,-0.159,-0.208,-0.039,-0.222,-0.019
Senate,Senate,Democratic,Mark R. Warner,2022,-1.975,-0.208,-0.039,-0.356,0.134,-0.208,-0.039,-0.275,-0.159
Senate,Senate,Democratic,Mark R. Warner,2024,-1.823,-0.208,-0.039,-0.209,0.018,-0.208,-0.039,-0.356,0.134
Senate,Senate,Democratic,Jim Webb,2010,-1.531,-0.169,0.023,-0.163,0.082,-0.169,0.023,-0.151,0.076
NA,Senate,Democratic,Jim Webb,2012,-1.383,NA,NA,NA,NA,-0.169,0.023,-0.163,0.082
Senate,Senate,Democratic,Tim Kaine,2014,-1.952,-0.243,-0.099,-0.208,-0.214,-0.243,-0.099,-0.245,-0.041
Senate,Senate,Democratic,Tim Kaine,2016,-2.073,-0.243,-0.099,-0.243,-0.07,-0.243,-0.099,-0.208,-0.214
Senate,Senate,Democratic,Tim Kaine,2018,-2.258,-0.243,-0.099,-0.255,0.005,-0.243,-0.099,-0.243,-0.07
Senate,Senate,Democratic,Tim Kaine,2020,-2.197,-0.243,-0.099,-0.274,-0.051,-0.243,-0.099,-0.255,0.005
Senate,Senate,Democratic,Tim Kaine,2022,-2.209,-0.243,-0.099,-0.438,0.118,-0.243,-0.099,-0.274,-0.051
Senate,Senate,Democratic,Tim Kaine,2024,-2.195,-0.243,-0.099,-0.217,-0.217,-0.243,-0.099,-0.438,0.118
Senate,Senate,Republican,Pat Toomey,2012,1.586,0.624,-0.378,0.525,-0.387,0.624,-0.378,0.573,-0.308
Senate,Senate,Republican,Pat Toomey,2014,1.146,0.624,-0.378,0.596,-0.311,0.624,-0.378,0.525,-0.387
Senate,Senate,Republican,Pat Toomey,2016,1.4,0.624,-0.378,0.776,-0.299,0.624,-0.378,0.596,-0.311
Senate,Senate,Republican,Pat Toomey,2018,1.443,0.624,-0.378,0.707,-0.107,0.624,-0.378,0.776,-0.299
Senate,Senate,Republican,Pat Toomey,2020,1.355,0.624,-0.378,0.614,-0.487,0.624,-0.378,0.707,-0.107
NA,Senate,Republican,Pat Toomey,2022,1.021,NA,NA,NA,NA,0.624,-0.378,0.614,-0.487
Senate,Senate,Democratic,"Bob Casey, Jr.",2010,-1.614,-0.313,0.166,-0.261,0.247,-0.313,0.166,-0.347,0.494
Senate,Senate,Democratic,"Bob Casey, Jr.",2012,-1.709,-0.313,0.166,-0.255,-0.001,-0.313,0.166,-0.261,0.247
Senate,Senate,Democratic,"Bob Casey, Jr.",2014,-1.476,-0.313,0.166,-0.295,0.3,-0.313,0.166,-0.255,-0.001
Senate,Senate,Democratic,"Bob Casey, Jr.",2016,-1.45,-0.313,0.166,-0.317,0.065,-0.313,0.166,-0.295,0.3
Senate,Senate,Democratic,"Bob Casey, Jr.",2018,-1.773,-0.313,0.166,-0.339,0.197,-0.313,0.166,-0.317,0.065
Senate,Senate,Democratic,"Bob Casey, Jr.",2020,-1.723,-0.313,0.166,-0.296,0.046,-0.313,0.166,-0.339,0.197
Senate,Senate,Democratic,"Bob Casey, Jr.",2022,-1.8,-0.313,0.166,-0.286,0.028,-0.313,0.166,-0.296,0.046
NA,Senate,Democratic,"Bob Casey, Jr.",2024,-2.035,NA,NA,NA,NA,-0.313,0.166,-0.286,0.028
Senate,Senate,Democratic,Barbara A. Mikulski,2010,-2.57,-0.37,-0.128,-0.407,-0.08,-0.37,-0.128,-0.4,-0.096
Senate,Senate,Democratic,Barbara A. Mikulski,2012,-2.547,-0.37,-0.128,-0.413,-0.149,-0.37,-0.128,-0.407,-0.08
Senate,Senate,Democratic,Barbara A. Mikulski,2014,-2.526,-0.37,-0.128,-0.427,0.135,-0.37,-0.128,-0.413,-0.149
NA,Senate,Democratic,Barbara A. Mikulski,2016,-2.383,NA,NA,NA,NA,-0.37,-0.128,-0.427,0.135
Senate,Senate,Democratic,Ben Cardin,2010,-2.072,-0.32,-0.224,-0.406,-0.149,-0.32,-0.224,-0.437,-0.194
Senate,Senate,Democratic,Ben Cardin,2012,-2.339,-0.32,-0.224,-0.46,-0.171,-0.32,-0.224,-0.406,-0.149
Senate,Senate,Democratic,Ben Cardin,2014,-2.278,-0.32,-0.224,-0.366,-0.43,-0.32,-0.224,-0.46,-0.171
Senate,Senate,Democratic,Ben Cardin,2016,-2.034,-0.32,-0.224,-0.302,-0.206,-0.32,-0.224,-0.366,-0.43
Senate,Senate,Democratic,Ben Cardin,2018,-2.072,-0.32,-0.224,-0.277,-0.113,-0.32,-0.224,-0.302,-0.206
Senate,Senate,Democratic,Ben Cardin,2020,-1.911,-0.32,-0.224,-0.295,-0.311,-0.32,-0.224,-0.277,-0.113
Senate,Senate,Democratic,Ben Cardin,2022,-2.056,-0.32,-0.224,-0.442,-0.079,-0.32,-0.224,-0.295,-0.311
NA,Senate,Democratic,Ben Cardin,2024,-2.027,NA,NA,NA,NA,-0.32,-0.224,-0.442,-0.079
Senate,Senate,Democratic,Al Franken,2010,-3.262,-0.399,-0.169,-0.437,-0.089,-0.399,-0.169,-0.432,-0.15
Senate,Senate,Democratic,Al Franken,2012,-2.967,-0.399,-0.169,-0.378,-0.189,-0.399,-0.169,-0.437,-0.089
Senate,Senate,Democratic,Al Franken,2014,-2.772,-0.399,-0.169,-0.497,-0.036,-0.399,-0.169,-0.378,-0.189
Senate,Senate,Democratic,Al Franken,2016,-2.687,-0.399,-0.169,-0.339,-0.279,-0.399,-0.169,-0.497,-0.036
Senate,Senate,Democratic,Amy Klobuchar,2010,-2.327,-0.278,-0.331,-0.214,0.01,-0.278,-0.331,-0.207,-0.224
Senate,Senate,Democratic,Amy Klobuchar,2012,-2.272,-0.278,-0.331,-0.269,-0.213,-0.278,-0.331,-0.214,0.01
Senate,Senate,Democratic,Amy Klobuchar,2014,-2.144,-0.278,-0.331,-0.258,-0.026,-0.278,-0.331,-0.269,-0.213
Senate,Senate,Democratic,Amy Klobuchar,2016,-2.125,-0.278,-0.331,-0.288,-0.058,-0.278,-0.331,-0.258,-0.026
Senate,Senate,Democratic,Amy Klobuchar,2018,-2.262,-0.278,-0.331,-0.476,-0.367,-0.278,-0.331,-0.288,-0.058
Senate,Senate,Democratic,Amy Klobuchar,2020,-2.059,-0.278,-0.331,-0.297,-0.131,-0.278,-0.331,-0.476,-0.367
Senate,Senate,Democratic,Amy Klobuchar,2022,-2.27,-0.278,-0.331,-0.247,-0.111,-0.278,-0.331,-0.297,-0.131
Senate,Senate,Democratic,Amy Klobuchar,2024,-2.243,-0.278,-0.331,-0.257,-0.271,-0.278,-0.331,-0.247,-0.111
Senate,Senate,Republican,Rob Portman,2012,1.404,0.371,-0.208,0.369,-0.105,0.371,-0.208,0.375,-0.168
Senate,Senate,Republican,Rob Portman,2014,0.898,0.371,-0.208,0.325,-0.163,0.371,-0.208,0.369,-0.105
Senate,Senate,Republican,Rob Portman,2016,1.177,0.371,-0.208,0.324,0.006,0.371,-0.208,0.325,-0.163
Senate,Senate,Republican,Rob Portman,2018,1.315,0.371,-0.208,0.314,0.104,0.371,-0.208,0.324,0.006
Senate,Senate,Republican,Rob Portman,2020,1.428,0.371,-0.208,0.338,-0.061,0.371,-0.208,0.314,0.104
NA,Senate,Republican,Rob Portman,2022,1.105,NA,NA,NA,NA,0.371,-0.208,0.338,-0.061
Senate,Senate,Democratic,Sherrod Brown,2010,-2.211,-0.425,-0.097,-0.403,-0.277,-0.425,-0.097,-0.454,-0.263
Senate,Senate,Democratic,Sherrod Brown,2012,-2.483,-0.425,-0.097,-0.514,0.132,-0.425,-0.097,-0.403,-0.277
Senate,Senate,Democratic,Sherrod Brown,2014,-2.139,-0.425,-0.097,-0.589,-0.07,-0.425,-0.097,-0.514,0.132
Senate,Senate,Democratic,Sherrod Brown,2016,-2.07,-0.425,-0.097,-0.396,-0.08,-0.425,-0.097,-0.589,-0.07
Senate,Senate,Democratic,Sherrod Brown,2018,-2.104,-0.425,-0.097,-0.374,-0.106,-0.425,-0.097,-0.396,-0.08
Senate,Senate,Democratic,Sherrod Brown,2020,-2.162,-0.425,-0.097,-0.402,-0.094,-0.425,-0.097,-0.374,-0.106
Senate,Senate,Democratic,Sherrod Brown,2022,-2.234,-0.425,-0.097,-0.236,0.015,-0.425,-0.097,-0.402,-0.094
NA,Senate,Democratic,Sherrod Brown,2024,-2.24,NA,NA,NA,NA,-0.425,-0.097,-0.236,0.015
Senate,Senate,Republican,Mike Lee,2012,2.173,0.891,-0.454,0.949,-0.316,0.891,-0.454,0.935,-0.354
Senate,Senate,Republican,Mike Lee,2014,2.376,0.891,-0.454,0.919,-0.395,0.891,-0.454,0.949,-0.316
Senate,Senate,Republican,Mike Lee,2016,2.375,0.891,-0.454,0.902,-0.432,0.891,-0.454,0.919,-0.395
Senate,Senate,Republican,Mike Lee,2018,2.374,0.891,-0.454,0.91,-0.414,0.891,-0.454,0.902,-0.432
Senate,Senate,Republican,Mike Lee,2020,2.414,0.891,-0.454,0.866,-0.5,0.891,-0.454,0.91,-0.414
Senate,Senate,Republican,Mike Lee,2022,2.502,0.891,-0.454,0.88,-0.475,0.891,-0.454,0.866,-0.5
Senate,Senate,Republican,Mike Lee,2024,2.545,0.891,-0.454,0.999,-0.049,0.891,-0.454,0.88,-0.475
Senate,Senate,Republican,Orrin Hatch,2010,1.317,0.382,-0.004,0.513,-0.283,0.382,-0.004,0.353,-0.061
Senate,Senate,Republican,Orrin Hatch,2012,1.367,0.382,-0.004,0.346,-0.194,0.382,-0.004,0.513,-0.283
Senate,Senate,Republican,Orrin Hatch,2014,1.198,0.382,-0.004,0.381,-0.041,0.382,-0.004,0.346,-0.194
Senate,Senate,Republican,Orrin Hatch,2016,1.486,0.382,-0.004,0.356,0.162,0.382,-0.004,0.381,-0.041
NA,Senate,Republican,Orrin Hatch,2018,1.971,NA,NA,NA,NA,0.382,-0.004,0.356,0.162
Senate,Senate,Democratic,Mark L. Pryor,2010,-1.174,-0.199,0.463,-0.16,0.481,-0.199,0.463,-0.194,0.342
Senate,Senate,Democratic,Mark L. Pryor,2012,-0.97,-0.199,0.463,-0.16,0.491,-0.199,0.463,-0.16,0.481
NA,Senate,Democratic,Mark L. Pryor,2014,-1.698,NA,NA,NA,NA,-0.199,0.463,-0.16,0.491
Senate,Senate,Democratic,Carl Levin,2010,-2.489,-0.395,-0.116,-0.358,0.106,-0.395,-0.116,-0.417,-0.109
Senate,Senate,Democratic,Carl Levin,2012,-2.281,-0.395,-0.116,-0.317,-0.044,-0.395,-0.116,-0.358,0.106
NA,Senate,Democratic,Carl Levin,2014,-2.182,NA,NA,NA,NA,-0.395,-0.116,-0.317,-0.044
Senate,Senate,Democratic,Debbie Stabenow,2010,-2.352,-0.343,-0.019,-0.264,0.333,-0.343,-0.019,-0.352,0.125
Senate,Senate,Democratic,Debbie Stabenow,2012,-2.395,-0.343,-0.019,-0.419,0.093,-0.343,-0.019,-0.264,0.333
Senate,Senate,Democratic,Debbie Stabenow,2014,-2.276,-0.343,-0.019,-0.309,-0.098,-0.343,-0.019,-0.419,0.093
Senate,Senate,Democratic,Debbie Stabenow,2016,-2.107,-0.343,-0.019,-0.366,0.165,-0.343,-0.019,-0.309,-0.098
Senate,Senate,Democratic,Debbie Stabenow,2018,-2.234,-0.343,-0.019,-0.397,-0.108,-0.343,-0.019,-0.366,0.165
Senate,Senate,Democratic,Debbie Stabenow,2020,-2.157,-0.343,-0.019,-0.337,0.044,-0.343,-0.019,-0.397,-0.108
Senate,Senate,Democratic,Debbie Stabenow,2022,-2.269,-0.343,-0.019,-0.352,-0.134,-0.343,-0.019,-0.337,0.044
NA,Senate,Democratic,Debbie Stabenow,2024,-2.156,NA,NA,NA,NA,-0.343,-0.019,-0.352,-0.134
Senate,Senate,Republican,Lamar Alexander,2010,0.957,0.324,-0.176,0.311,-0.217,0.324,-0.176,0.283,-0.237
Senate,Senate,Republican,Lamar Alexander,2012,0.857,0.324,-0.176,0.312,0.04,0.324,-0.176,0.311,-0.217
Senate,Senate,Republican,Lamar Alexander,2014,0.801,0.324,-0.176,0.307,-0.185,0.324,-0.176,0.312,0.04
Senate,Senate,Republican,Lamar Alexander,2016,0.875,0.324,-0.176,0.326,-0.105,0.324,-0.176,0.307,-0.185
Senate,Senate,Republican,Lamar Alexander,2018,0.99,0.324,-0.176,0.322,-0.086,0.324,-0.176,0.326,-0.105
NA,Senate,Republican,Lamar Alexander,2020,1.176,NA,NA,NA,NA,0.324,-0.176,0.322,-0.086
Senate,Senate,Republican,Bob Corker,2010,1.159,0.395,-0.344,0.417,-0.449,0.395,-0.344,0.371,-0.469
Senate,Senate,Republican,Bob Corker,2012,1.295,0.395,-0.344,0.372,-0.291,0.395,-0.344,0.417,-0.449
Senate,Senate,Republican,Bob Corker,2014,0.992,0.395,-0.344,0.513,-0.483,0.395,-0.344,0.372,-0.291
Senate,Senate,Republican,Bob Corker,2016,0.991,0.395,-0.344,0.5,-0.579,0.395,-0.344,0.513,-0.483
NA,Senate,Republican,Bob Corker,2018,0.74,NA,NA,NA,NA,0.395,-0.344,0.5,-0.579
Senate,Senate,Republican,Thad Cochran,2010,1.243,0.287,0.051,0.291,0.361,0.287,0.051,0.281,0.235
Senate,Senate,Republican,Thad Cochran,2012,1.217,0.287,0.051,0.33,0.42,0.287,0.051,0.291,0.361
Senate,Senate,Republican,Thad Cochran,2014,0.883,0.287,0.051,0.329,0.102,0.287,0.051,0.33,0.42
Senate,Senate,Republican,Thad Cochran,2016,1.12,0.287,0.051,0.368,0.244,0.287,0.051,0.329,0.102
Senate,Senate,Republican,Roger Wicker,2010,1.547,0.377,0.341,0.397,0.414,0.377,0.341,0.399,0.376
Senate,Senate,Republican,Roger Wicker,2012,1.592,0.377,0.341,0.349,0.237,0.377,0.341,0.397,0.414
Senate,Senate,Republican,Roger Wicker,2014,1.306,0.377,0.341,0.406,0.184,0.377,0.341,0.349,0.237
Senate,Senate,Republican,Roger Wicker,2016,1.468,0.377,0.341,0.413,0.145,0.377,0.341,0.406,0.184
Senate,Senate,Republican,Roger Wicker,2018,1.683,0.377,0.341,0.364,0.196,0.377,0.341,0.413,0.145
Senate,Senate,Republican,Roger Wicker,2020,1.618,0.377,0.341,0.381,0.332,0.377,0.341,0.364,0.196
Senate,Senate,Republican,Roger Wicker,2022,1.7,0.377,0.341,0.39,0.282,0.377,0.341,0.381,0.332
Senate,Senate,Republican,Roger Wicker,2024,1.758,0.377,0.341,0.462,0.34,0.377,0.341,0.39,0.282
Senate,Senate,Republican,Saxby Chambliss,2010,1.524,0.423,0.205,0.449,0.09,0.423,0.205,0.476,0.096
Senate,Senate,Republican,Saxby Chambliss,2012,1.376,0.423,0.205,0.343,0.17,0.423,0.205,0.449,0.09
NA,Senate,Republican,Saxby Chambliss,2014,1.234,NA,NA,NA,NA,0.423,0.205,0.343,0.17
Senate,Senate,Republican,Johnny Isakson,2010,1.383,0.402,-0.011,0.415,0.145,0.402,-0.011,0.433,-0.08
Senate,Senate,Republican,Johnny Isakson,2012,1.345,0.402,-0.011,0.321,0.19,0.402,-0.011,0.415,0.145
Senate,Senate,Republican,Johnny Isakson,2014,1.235,0.402,-0.011,0.416,0.071,0.402,-0.011,0.321,0.19
Senate,Senate,Republican,Johnny Isakson,2016,1.291,0.402,-0.011,0.359,0.181,0.402,-0.011,0.416,0.071
Senate,Senate,Republican,Johnny Isakson,2018,1.448,0.402,-0.011,0.336,0.153,0.402,-0.011,0.359,0.181
Senate,Senate,Democratic,Herb Kohl,2010,-1.844,-0.256,-0.406,-0.242,-0.246,-0.256,-0.406,-0.259,-0.217
NA,Senate,Democratic,Herb Kohl,2012,-1.758,NA,NA,NA,NA,-0.256,-0.406,-0.242,-0.246
Senate,Senate,Republican,Ron Johnson,2012,1.901,0.641,-0.141,0.685,-0.348,0.641,-0.141,0.645,-0.229
Senate,Senate,Republican,Ron Johnson,2014,1.815,0.641,-0.141,0.487,-0.256,0.641,-0.141,0.685,-0.348
Senate,Senate,Republican,Ron Johnson,2016,1.828,0.641,-0.141,0.637,-0.166,0.641,-0.141,0.487,-0.256
Senate,Senate,Republican,Ron Johnson,2018,1.786,0.641,-0.141,0.61,0.017,0.641,-0.141,0.637,-0.166
Senate,Senate,Republican,Ron Johnson,2020,2.152,0.641,-0.141,0.617,0.035,0.641,-0.141,0.61,0.017
Senate,Senate,Republican,Ron Johnson,2022,2.587,0.641,-0.141,0.699,-0.064,0.641,-0.141,0.617,0.035
Senate,Senate,Republican,Ron Johnson,2024,2.265,0.641,-0.141,0.817,0.048,0.641,-0.141,0.699,-0.064
Senate,Senate,Democratic,Jeff Merkley,2010,-2.29,-0.452,-0.729,-0.399,-0.497,-0.452,-0.729,-0.382,-0.584
Senate,Senate,Democratic,Jeff Merkley,2012,-2.124,-0.452,-0.729,-0.407,-0.913,-0.452,-0.729,-0.399,-0.497
Senate,Senate,Democratic,Jeff Merkley,2014,-2.481,-0.452,-0.729,-0.607,-0.729,-0.452,-0.729,-0.407,-0.913
Senate,Senate,Democratic,Jeff Merkley,2016,-2.472,-0.452,-0.729,-0.568,-0.722,-0.452,-0.729,-0.607,-0.729
Senate,Senate,Democratic,Jeff Merkley,2018,-2.679,-0.452,-0.729,-0.409,-0.724,-0.452,-0.729,-0.568,-0.722
Senate,Senate,Democratic,Jeff Merkley,2020,-2.771,-0.452,-0.729,-0.459,-0.656,-0.452,-0.729,-0.409,-0.724
Senate,Senate,Democratic,Jeff Merkley,2022,-2.628,-0.452,-0.729,-0.544,-0.681,-0.452,-0.729,-0.459,-0.656
Senate,Senate,Democratic,Jeff Merkley,2024,-2.613,-0.452,-0.729,-0.526,-0.48,-0.452,-0.729,-0.544,-0.681
Senate,Senate,Democratic,Ron Wyden,2010,-2.286,-0.332,-0.486,-0.346,-0.57,-0.332,-0.486,-0.33,-0.418
Senate,Senate,Democratic,Ron Wyden,2012,-1.913,-0.332,-0.486,-0.375,-0.729,-0.332,-0.486,-0.346,-0.57
Senate,Senate,Democratic,Ron Wyden,2014,-2.012,-0.332,-0.486,-0.39,-0.878,-0.332,-0.486,-0.375,-0.729
Senate,Senate,Democratic,Ron Wyden,2016,-2.103,-0.332,-0.486,-0.435,-0.544,-0.332,-0.486,-0.39,-0.878
Senate,Senate,Democratic,Ron Wyden,2018,-2.374,-0.332,-0.486,-0.376,-0.627,-0.332,-0.486,-0.435,-0.544
Senate,Senate,Democratic,Ron Wyden,2020,-2.467,-0.332,-0.486,-0.349,-0.572,-0.332,-0.486,-0.376,-0.627
Senate,Senate,Democratic,Ron Wyden,2022,-2.504,-0.332,-0.486,-0.375,-0.676,-0.332,-0.486,-0.349,-0.572
Senate,Senate,Democratic,Ron Wyden,2024,-2.471,-0.332,-0.486,-0.396,-0.411,-0.332,-0.486,-0.375,-0.676
Senate,Senate,Democratic,Joseph I. Lieberman,2010,-0.322,-0.205,-0.312,-0.153,-0.366,-0.205,-0.312,-0.209,-0.384
NA,Senate,Democratic,Joseph I. Lieberman,2012,-0.345,NA,NA,NA,NA,-0.205,-0.312,-0.153,-0.366
Senate,Senate,Democratic,Richard Blumenthal,2012,-2.155,-0.433,-0.164,-0.512,-0.332,-0.433,-0.164,-0.372,-0.127
Senate,Senate,Democratic,Richard Blumenthal,2014,-2.148,-0.433,-0.164,-0.337,-0.162,-0.433,-0.164,-0.512,-0.332
Senate,Senate,Democratic,Richard Blumenthal,2016,-2.199,-0.433,-0.164,-0.448,-0.023,-0.433,-0.164,-0.337,-0.162
Senate,Senate,Democratic,Richard Blumenthal,2018,-2.551,-0.433,-0.164,-0.456,-0.173,-0.433,-0.164,-0.448,-0.023
Senate,Senate,Democratic,Richard Blumenthal,2020,-2.456,-0.433,-0.164,-0.365,-0.242,-0.433,-0.164,-0.456,-0.173
Senate,Senate,Democratic,Richard Blumenthal,2022,-2.399,-0.433,-0.164,-0.425,0.029,-0.433,-0.164,-0.365,-0.242
Senate,Senate,Democratic,Richard Blumenthal,2024,-2.191,-0.433,-0.164,-0.403,-0.258,-0.433,-0.164,-0.425,0.029
Senate,Senate,Democratic,Richard J. Durbin,2010,-2.448,-0.345,-0.306,-0.453,-0.372,-0.345,-0.306,-0.5,-0.362
Senate,Senate,Democratic,Richard J. Durbin,2012,-2.261,-0.345,-0.306,-0.336,-0.286,-0.345,-0.306,-0.453,-0.372
Senate,Senate,Democratic,Richard J. Durbin,2014,-2.298,-0.345,-0.306,-0.416,-0.306,-0.345,-0.306,-0.336,-0.286
Senate,Senate,Democratic,Richard J. Durbin,2016,-2.027,-0.345,-0.306,-0.324,-0.466,-0.345,-0.306,-0.416,-0.306
Senate,Senate,Democratic,Richard J. Durbin,2018,-2.24,-0.345,-0.306,-0.287,-0.12,-0.345,-0.306,-0.324,-0.466
Senate,Senate,Democratic,Richard J. Durbin,2020,-2.264,-0.345,-0.306,-0.313,-0.181,-0.345,-0.306,-0.287,-0.12
Senate,Senate,Democratic,Richard J. Durbin,2022,-2.333,-0.345,-0.306,-0.41,-0.253,-0.345,-0.306,-0.313,-0.181
Senate,Senate,Democratic,Richard J. Durbin,2024,-2.21,-0.345,-0.306,-0.295,-0.383,-0.345,-0.306,-0.41,-0.253
Senate,Senate,Republican,Michael B. Enzi,2010,1.499,0.545,0.199,0.502,0.271,0.545,0.199,0.53,0.146
Senate,Senate,Republican,Michael B. Enzi,2012,1.351,0.545,0.199,0.573,0.411,0.545,0.199,0.502,0.271
Senate,Senate,Republican,Michael B. Enzi,2014,1.523,0.545,0.199,0.5,0.117,0.545,0.199,0.573,0.411
Senate,Senate,Republican,Michael B. Enzi,2016,1.601,0.545,0.199,0.593,0.225,0.545,0.199,0.5,0.117
Senate,Senate,Republican,Michael B. Enzi,2018,1.648,0.545,0.199,0.587,0.414,0.545,0.199,0.593,0.225
NA,Senate,Republican,Michael B. Enzi,2020,1.764,NA,NA,NA,NA,0.545,0.199,0.587,0.414
Senate,Senate,Republican,John Barrasso,2010,1.852,0.539,0.193,0.49,0.242,0.539,0.193,0.538,0.226
Senate,Senate,Republican,John Barrasso,2012,1.811,0.539,0.193,0.562,0.284,0.539,0.193,0.49,0.242
Senate,Senate,Republican,John Barrasso,2014,1.736,0.539,0.193,0.477,0.198,0.539,0.193,0.562,0.284
Senate,Senate,Republican,John Barrasso,2016,1.742,0.539,0.193,0.6,0.267,0.539,0.193,0.477,0.198
Senate,Senate,Republican,John Barrasso,2018,1.916,0.539,0.193,0.602,0.323,0.539,0.193,0.6,0.267
Senate,Senate,Republican,John Barrasso,2020,1.977,0.539,0.193,0.542,0.144,0.539,0.193,0.602,0.323
Senate,Senate,Republican,John Barrasso,2022,1.913,0.539,0.193,0.557,0.082,0.539,0.193,0.542,0.144
Senate,Senate,Republican,John Barrasso,2024,1.764,0.539,0.193,0.602,0.119,0.539,0.193,0.557,0.082
Senate,Senate,Republican,Richard G. Lugar,2010,0.338,0.304,-0.466,0.286,-0.225,0.304,-0.466,0.26,-0.496
NA,Senate,Republican,Richard G. Lugar,2012,0.092,NA,NA,NA,NA,0.304,-0.466,0.286,-0.225
Senate,Senate,Republican,Dan Coats,2012,1.098,0.375,-0.227,0.407,-0.019,0.375,-0.227,0.403,-0.266
Senate,Senate,Republican,Dan Coats,2014,1.096,0.375,-0.227,0.537,-0.275,0.375,-0.227,0.407,-0.019
NA,Senate,Republican,Dan Coats,2016,1.089,NA,NA,NA,NA,0.375,-0.227,0.537,-0.275
Senate,Senate,Republican,Pat Roberts,2010,1.665,0.413,-0.09,0.414,0.291,0.413,-0.09,0.432,0.157
Senate,Senate,Republican,Pat Roberts,2012,1.561,0.413,-0.09,0.626,0.341,0.413,-0.09,0.414,0.291
Senate,Senate,Republican,Pat Roberts,2014,1.605,0.413,-0.09,0.434,0.253,0.413,-0.09,0.626,0.341
Senate,Senate,Republican,Pat Roberts,2016,1.694,0.413,-0.09,0.342,0.167,0.413,-0.09,0.434,0.253
Senate,Senate,Republican,Pat Roberts,2018,1.878,0.413,-0.09,0.339,0.203,0.413,-0.09,0.342,0.167
NA,Senate,Republican,Pat Roberts,2020,1.854,NA,NA,NA,NA,0.413,-0.09,0.339,0.203
Senate,Senate,Republican,Mitch McConnell,2010,1.528,0.403,0.019,0.467,0.038,0.403,0.019,0.458,-0.09
Senate,Senate,Republican,Mitch McConnell,2012,1.612,0.403,0.019,0.488,0.206,0.403,0.019,0.467,0.038
Senate,Senate,Republican,Mitch McConnell,2014,1.578,0.403,0.019,0.355,0.001,0.403,0.019,0.488,0.206
Senate,Senate,Republican,Mitch McConnell,2016,1.41,0.403,0.019,0.386,-0.024,0.403,0.019,0.355,0.001
Senate,Senate,Republican,Mitch McConnell,2018,1.884,0.403,0.019,0.297,0.201,0.403,0.019,0.386,-0.024
