candidate_bonica,candidate_ces,politician_id,Unique_Project_ID,office_seat_name,district,cycle,state_ces,type,chamber,bioguide_id,Ran prior to 2019,Notes,year_ces,obs,id_lt_ces,state_bonica,id_lt_bonica,score,state,candidate,year
brian doyle,brian doyle,5593,3330,District 3,3,2012,south carolina,Rep,,,2,,2012,30,2,south carolina,3,0.99999934,,,
chris fedalei,chris fedalei,17106,3331,District 4,4,2016,south carolina,Rep,,,1,,2016,117,1,south carolina,5,1.0000001,,,
curtis e. mclaughlin,curtis mclaughlin,3961,3332,District 4,4,2014,south carolina,Rep,,,2,,2014,17,3,south carolina,7,0.98339415,,,
deb morrow,deb morrow,5600,3333,District 4,4,2012,south carolina,Rep,,,2,,2012,31,5,south carolina,1,1.0000001,,,
deb morrow,deb morrow,5600,3333,District 4,4,2012,south carolina,Rep,,,2,,2012,31,5,south carolina,1,1.0000001,,,
dimitri cherny,dimitri cherny,17098,3334,District 1,1,2016,south carolina,Rep,,,3,,2016,128,2,south carolina,20,1.0000001,,,
dimitri cherny,dimitri cherny,17098,3334,District 1,1,2016,south carolina,Rep,,,3,,2016,128,2,south carolina,20,1.0000001,,,
dimitri cherny,dimitri cherny,17098,3334,District 1,1,2016,south carolina,Rep,,,3,,2016,128,2,south carolina,20,1.0000001,,,
francis person,fran person,17109,3335,District 5,5,2016,south carolina,Rep,,,1,,2016,126,3,south carolina,1,0.9128058,,,
gary mcleod,gary mcleod,13945,3336,District 6,6,2006,south carolina,Rep,,,1,,2006,58,2,south carolina,1,1,,,
gerhard gressmann,gerhard gressmann,8999,3337,District 6,6,2018,south carolina,Rep,,,1,,2018,105,2,south carolina,0,0.99999905,,,
gloria bromell-tinubu,gloria bromell tinubu,3954,3338,District 7,7,2012,south carolina,Rep,,,4,,2012,26,6,south carolina,10,0.98706347,,,
gloria bromell-tinubu,gloria bromell tinubu,3954,3338,District 7,7,2012,south carolina,Rep,,,4,,2012,26,6,south carolina,10,0.98706347,,,
j. gresham barrett,j. gresham barrett,15219,3339,District 3,3,2006,south carolina,Rep,,B001239,3,,2006,61,4,south carolina,10,0.9999998,,,
henry mcmaster,henry mcmaster,9111,3340,,0,2022,south carolina,Gov,,,2,,2022,978,4,south carolina,18,0.9999985,,,
henry mcmaster,henry mcmaster,9111,3340,,0,2018,south carolina,Gov,,,2,,2018,919,3,south carolina,19,0.9999985,,,
hosea cleveland,hosea cleveland,3956,3341,District 3,3,2016,south carolina,Rep,,,1,,2016,111,4,south carolina,12,1,,,
jaime harrison,jaime harrison,9707,3342,Class II,0,2020,south carolina,Sen,,,0,,2020,1073,3,south carolina,19,0.9999975,,,
jim pratt,james pratt,17111,3343,District 6,6,2010,south carolina,Rep,,,1,,2010,89,7,south carolina,16,0.9546646,,,
jim demint,jim demint,24,3344,Class III,0,2010,south carolina,Sen,,D000595,7,,2010,654,10,south carolina,26,1.0000002,,,
jane ballard dyer,jane ballard dyer,17102,3345,District 3,3,2008,south carolina,Rep,,,1,,2008,22,5,south carolina,3,0.999998,,,
jeff duncan,jeff duncan,2793,3346,District 3,3,2014,south carolina,Rep,House,D000615,10,,2014,11,8,south carolina,12,1.0000006,,,
joe cunningham,joe cunningham,8993,3347,District 1,1,2018,south carolina,Rep,House,C001122,1,,2018,132,6,south carolina,17,0.99999905,,,
john abney culberson,john abney culberson,2777,3348,District 7,7,2006,texas,Rep,,C001048,1,,2006,108,21,texas,77,1.0000004,,,
john mccollum,john mccollum,10675,3349,District 6,6,2020,south carolina,Rep,,,0,,2020,134,8,south carolina,2,0.99999845,,,
joyce dickerson,joyce dickerson,4579,3350,Class III,0,2014,south carolina,Sen,,,1,,2014,762,10,south carolina,20,0.99999976,,,
joyce knott,joyce knott,5598,3351,District 5,5,2012,south carolina,Rep,,,2,,2012,42,17,south carolina,6,1.0000006,,,
joyce knott,joyce knott,5598,3351,District 5,5,2012,south carolina,Rep,,,2,,2012,42,17,south carolina,6,1.0000006,,,
katie arrington,katie arrington,8994,3352,District 1,1,2018,south carolina,Rep,,,1,,2018,132,8,south carolina,18,0.9999974,,,
kim nelson,kim nelson,10672,3353,District 4,4,2020,south carolina,Rep,,,0,,2020,169,9,south carolina,15,0.9999982,,,
laura sterling,laura sterling,17114,3354,District 6,6,2016,south carolina,Rep,,,1,,2016,128,8,south carolina,10,1,,,
lee ballenger,lee ballenger,16016,3355,District 3,3,2006,south carolina,Rep,,,1,,2006,61,9,south carolina,11,1,,,
linda ketner,linda ketner,10097,3356,District 1,1,2008,south carolina,Rep,,,1,,2008,58,9,south carolina,7,0.99999887,,,
lindsey graham,lindsey graham,1680,3357,Class II,0,2014,south carolina,Sen,,G000359,14,,2014,104,11,south carolina,18,1.0000002,,,
mal hyman,mal hyman,17116,3358,District 7,7,2016,south carolina,Rep,,,1,,2016,115,10,south carolina,7,1.0000002,,,
mal hyman,mal hyman,17116,3358,District 7,7,2016,south carolina,Rep,,,1,,2016,115,10,south carolina,7,1.0000002,,,
mal hyman,mal hyman,17116,3358,District 7,7,2016,south carolina,Rep,,,1,,2016,115,10,south carolina,7,1.0000002,,,
mark sanford,mark sanford,62,3359,District 1,1,2016,south carolina,Rep,House,S000051,7,,2016,128,11,south carolina,17,1,,,
mark sanford,mark sanford,62,3359,District 1,1,2013,south carolina,Rep,House,S000051,7,,2013,29,4,south carolina,2,1,,,
mark sanford,mark sanford,62,3359,,0,2006,south carolina,Gov,,S000051,1,,2006,441,11,south carolina,17,1,,,
mary geren,mary geren,8996,3360,District 3,3,2018,south carolina,Rep,,,1,,2018,114,11,south carolina,12,0.9999981,,,
melissa ward watson,melissa watson,10676,3361,District 7,7,2020,south carolina,Rep,,,0,,2020,170,11,south carolina,3,0.9449322,,,
mick mulvaney,mick mulvaney,2928,3362,District 5,5,2014,south carolina,Rep,House,M001182,8,,2014,18,13,south carolina,1,1.0000017,,,
mauricus brown,moe brown,10673,3363,District 5,5,2020,south carolina,Rep,,,0,,2020,175,12,south carolina,5,0.8835539,,,
nancy harrelson,nancy harrelson,17110,3364,District 6,6,2008,south carolina,Rep,,,1,,2008,15,11,south carolina,10,0.99999774,,,
nancy mace,nancy mace,4582,3365,District 1,1,2022,south carolina,Rep,House,M000194,0,,2022,129,11,south carolina,8,0.99999887,,,
nikki haley,nikki r. haley,6657,3366,,0,2014,south carolina,Gov,,,3,,2014,107,14,south carolina,25,0.9825709,,,
paul h. corden,paul corden,17103,3367,District 4,4,2010,south carolina,Rep,,,2,,2010,118,15,south carolina,22,0.96353483,,,
phil black,phil black,3953,3368,District 2,2,2014,south carolina,Rep,,,2,,2014,19,15,south carolina,8,1.0000004,,,
ralph w. norman,ralph w. norman,8299,3369,District 5,5,2006,south carolina,Rep,,N000190,1,,2006,69,12,south carolina,4,1.0000001,,,
randy maatta,randy maatta,16015,3370,District 1,1,2006,south carolina,Rep,,,1,,2006,101,13,south carolina,5,0.9999999,,,
rob miller,rob miller,8481,3371,District 2,2,2008,south carolina,Rep,,,1,,2008,34,13,south carolina,6,0.99999726,,,
robert williams,robert williams,9000,3372,District 7,7,2018,south carolina,Rep,,,1,,2018,155,13,south carolina,4,0.99999815,,,
sean carrigan,sean carrigan,8995,3373,District 2,2,2018,south carolina,Rep,,,1,,2018,145,14,south carolina,15,0.99999714,,,
thomas dixon,thomas dixon,8163,3374,Class III,0,2016,south carolina,Sen,,,1,,2016,840,14,south carolina,22,1.0000002,,,
thomas dixon,thomas dixon,8163,3374,Class III,0,2016,south carolina,Sen,,,1,,2016,840,14,south carolina,22,1.0000002,,,
thomas dixon,thomas dixon,8163,3374,Class III,0,2016,south carolina,Sen,,,1,,2016,840,14,south carolina,22,1.0000002,,,
tim scott,tim scott,2712,3375,District 1,1,2012,south carolina,Rep,House,S001184,3,,2012,37,27,south carolina,12,1.0000004,,,
tom adams,tom adams,3952,3376,District 5,5,2014,south carolina,Rep,,,2,,2014,16,17,south carolina,2,0.9999996,,,
tom adams,tom adams,3952,3376,District 5,5,2014,south carolina,Rep,,,2,,2014,16,17,south carolina,2,0.9999996,,,
tom rice,tom rice,3126,3377,District 7,7,2014,south carolina,Rep,House,R000597,9,,2014,13,18,south carolina,13,1.0000006,,,
tommy moore,tommy moore,9321,3378,,0,2006,south carolina,Gov,,,1,,2006,446,14,south carolina,16,1.0000001,,,
trey gowdy,trey gowdy,2825,3379,District 4,4,2016,south carolina,Rep,House,G000566,11,,2016,115,17,south carolina,3,1,,,
william griff griffith,william griff griffith,16018,3380,District 4,4,2006,south carolina,Rep,,,1,,2006,80,15,south carolina,12,1,,,
william timmons,william timmons,8998,3381,District 4,4,2020,south carolina,Rep,House,T000480,1,,2020,169,17,south carolina,16,0.99999785,,,
bruce w. whalen,bruce w. whalen,10228,3382,District 1,0,2006,south dakota,Rep,,,1,,2006,123,0,south dakota,0,1.0000001,,,
chris lien,"christian bruce ""chris"" lien",17117,3383,District 1,0,2008,south dakota,Rep,,,1,,2008,57,0,south dakota,0,0.9261116,,,
corinna balderramos robinson,corinna robinson,3966,3384,District 1,1,2014,south dakota,Rep,,,2,,2014,39,0,south dakota,1,0.96071184,,,
daniel p. ahlers,dan ahlers,10842,3385,Class II,0,2020,south dakota,Sen,,,0,,2020,162,0,south dakota,3,0.93044317,,,
dennis m. daugaard,dennis daugaard,6660,3386,,0,2014,south dakota,Gov,,,10,,2014,38,1,south dakota,6,0.9797969,,,
dusty johnson,dusty johnson,8675,3387,District 1,1,2022,south dakota,Rep,,J000301,0,,2022,171,2,south dakota,1,0.9999999,,,
dusty johnson,dusty johnson,8675,3387,District 1,1,2020,south dakota,Rep,,J000301,0,,2020,162,1,south dakota,1,0.9999999,,,
jay h. williams,jay williams,8198,3388,Class III,0,2016,south dakota,Sen,,,1,,2016,164,1,south dakota,3,0.9526615,,,
joel d. dykstra,joel dykstra,1685,3389,Class II,0,2008,south dakota,Sen,,,1,,2008,84,1,south dakota,3,0.97560084,,,
jack billion,"john ""jack"" billion",9324,3390,,0,2006,south dakota,Gov,,,1,,2006,122,1,south dakota,3,0.91310334,,,
john r. thune,john r. thune,22,3391,Class III,0,2010,south dakota,Sen,,T000250,4,,2010,66,0,south dakota,3,1.0000002,,,
kristi noem,kristi noem,2934,3392,District 1,1,2016,south dakota,Rep,House,N000184,9,,2016,164,3,south dakota,1,1.0000001,,,
kristi noem,kristi noem,2934,3392,,0,2022,south dakota,Gov,,N000184,0,,2022,171,4,south dakota,7,1.0000001,,,
kristi noem,kristi noem,2934,3392,,1,2018,south dakota,Rep,House,N000184,9,,2018,156,3,south dakota,5,1.0000001,,,
m. michael rounds,mike rounds,4593,3393,Class II,0,2020,south dakota,Sen,,R000605,6,,2020,162,4,south dakota,2,0.92297214,,,
m. michael rounds,mike rounds,4593,3393,,0,2006,south dakota,Gov,,R000605,2,,2006,123,3,south dakota,6,0.92297214,,,
matt varilek,matt varilek,5611,3394,District 1,1,2012,south dakota,Rep,,,2,,2012,68,7,south dakota,0,0.99999654,,,
paula hawks,paula hawks,8232,3395,District 1,1,2016,south dakota,Rep,,,1,,2016,165,5,south dakota,0,0.99999994,,,
randy d. luallin,randy luallin,5465,3396,District 1,1,2020,south dakota,Rep,,,0,,2020,162,5,south dakota,0,0.96823496,,,
richard p. weiland,rick weiland,4594,3397,Class II,0,2014,south dakota,Sen,,,2,,2014,36,5,south dakota,2,0.907871,,,
tim bjorkman,tim bjorkman,8676,3398,District 1,1,2018,south dakota,Rep,,,1,,2018,156,5,south dakota,0,0.9999999,,,
tim johnson,tim johnson,1684,3399,Class II,0,2008,south dakota,Sen,,J000177,10,,2008,119,4,south dakota,2,0.9999988,,,
alan bohms,alan bohms,17124,3400,District 1,1,2016,tennessee,Rep,,,1,,2016,134,0,tennessee,5,0.99999416,,,
alan woodruff,alan woodruff,5651,3401,District 1,1,2012,tennessee,Rep,,,2,,2012,33,0,tennessee,18,0.9999951,,,
amos scott powers,amos powers,4094,3402,District 6,6,2014,tennessee,Rep,,,2,,2014,20,0,tennessee,13,0.8775714,,,
lamar alexander,lamar alexander,167,3403,Class II,0,2008,tennessee,Sen,Senate,A000360,14,,2008,477,11,tennessee,34,1.0000001,,,
bart gordon,bart gordon,13957,3404,District 6,6,2008,tennessee,Rep,,G000309,4,,2008,57,0,tennessee,1,0.99999994,,,
bill hagerty,bill hagerty,9836,3405,Class II,0,2020,tennessee,Sen,,H000601,0,,2020,1413,0,tennessee,47,0.9999982,,,
william edward haslam,bill haslam,6674,3406,,0,2014,tennessee,Gov,,,10,,2014,150,1,tennessee,49,0.8848418,,,
bill lee,bill lee,8673,3407,,0,2022,tennessee,Gov,,,0,,2022,1311,2,tennessee,44,0.99999726,,,
bill morrison,bill morrison,16032,3408,District 7,7,2006,tennessee,Rep,,,1,,2006,79,1,tennessee,4,0.99999654,,,
blair walsingham,blair walsingham,10678,3409,District 1,1,2020,tennessee,Rep,,,0,,2020,198,2,tennessee,26,0.9999999,,,
bob corker,bob corker,1043,3410,Class I,0,2012,tennessee,Sen,,C001071,14,,2012,208,5,tennessee,43,1.0000001,,,
bob ries,bob ries,4098,3411,District 5,5,2014,tennessee,Rep,,,2,,2014,20,3,tennessee,27,0.9999998,,,
robert scott,bob scott,4099,3412,District 2,2,2008,tennessee,Rep,,,3,,2008,18,2,tennessee,7,0.9393364,,,
robert d. tuke,bob tuke,1688,3413,Class II,0,2008,tennessee,Sen,,,1,,2008,166,3,tennessee,31,0.8861665,,,
brad staats,brad staats,5642,3414,District 5,5,2012,tennessee,Rep,,,2,,2012,46,7,tennessee,4,0.9999984,,,
brent benedict,brent benedict,16024,3415,District 3,3,2006,tennessee,Rep,,,1,,2006,51,3,tennessee,18,0.9999972,,,
brett carter,brett carter,17160,3416,District 6,6,2010,tennessee,Rep,,,1,,2010,125,2,tennessee,14,0.99999696,,,
chuck fleischmann,chuck fleischmann,2806,3417,District 3,3,2010,tennessee,Rep,House,F000459,7,,2010,103,4,tennessee,31,0.99999976,,,
charlotte bergmann,charlotte bergmann,4079,3418,District 9,9,2018,tennessee,Rep,,,4,,2018,102,2,tennessee,24,0.9999988,,,
christopher martin finley,christopher finley,10683,3419,District 6,6,2020,tennessee,Rep,,,0,,2020,161,4,tennessee,23,0.94810355,,,
christopher j. hale,christopher j. hale,10888,3420,District 4,4,2020,tennessee,Rep,,,0,,2020,152,5,tennessee,31,0.9999989,,,
credo amouzouvik,credo amouzouvik,4077,3421,District 7,7,2012,tennessee,Rep,,,2,,2012,39,10,tennessee,30,0.9999965,,,
daniel n. cramer,dan cramer,4083,3422,District 7,7,2014,tennessee,Rep,,,2,,2014,13,7,tennessee,18,0.9328359,,,
danielle mitchell,danielle mitchell,9004,3423,District 3,3,2018,tennessee,Rep,,,1,,2018,136,4,tennessee,28,0.99999833,,,
david ryan hancock,dave hancock,6228,3424,District 2,2,2010,tennessee,Rep,,,1,,2010,118,5,tennessee,51,0.9216583,,,
david davis,david davis,16023,3425,District 1,1,2006,tennessee,Rep,House,D000606,3,,2006,70,4,tennessee,24,0.99999815,,,
david hall,david hall,17150,3426,District 5,5,2010,tennessee,Rep,,,1,,2010,141,6,tennessee,21,0.9999983,,,
david kustoff,david kustoff,9011,3427,District 8,8,2016,tennessee,Rep,House,K000392,3,,2016,105,4,tennessee,9,0.9999989,,,
phil roe,phil roe,2969,3428,District 1,1,2018,tennessee,Rep,,R000582,11,,2018,190,20,tennessee,6,0.99999887,,,
phil roe,phil roe,2969,3428,District 1,1,2016,tennessee,Rep,,R000582,11,,2016,137,12,tennessee,6,0.99999887,,,
david w. kent,david w. kent,17164,3429,District 6,6,2016,tennessee,Rep,,,1,,2016,140,5,tennessee,1,0.9999981,,,
dawn barlow,dawn barlow,9007,3430,District 6,6,2018,tennessee,Rep,,,1,,2018,138,6,tennessee,13,0.99999684,,,
diana harshbarger,diana harshbarger,10886,3431,District 1,1,2022,tennessee,Rep,House,H001086,0,,2022,183,8,tennessee,35,0.9999993,,,
diane black,diane black,2728,3432,District 6,4,2012,tennessee,Rep,,B001273,2,,2012,22,12,tennessee,9,1.0000006,,,
doug vandagriff,doug vandagriff,15657,3433,District 3,3,2008,tennessee,Rep,,,1,,2008,12,6,tennessee,23,0.9999998,,,
eric stewart,eric stewart,5643,3434,District 4,4,2012,tennessee,Rep,,,2,,2012,39,13,tennessee,15,0.99999833,,,
erika stotts pearson,erika stotts pearson,9010,3435,District 8,8,2020,tennessee,Rep,,,1,,2020,117,9,tennessee,35,0.9999951,,,
george flinn,"george flinn, jr",4616,3436,District 9,9,2012,tennessee,Rep,,,2,,2012,37,14,tennessee,37,0.97473615,,,
william gordon ball,gordon ball,4612,3437,Class II,0,2014,tennessee,Sen,,,2,,2014,149,9,tennessee,35,0.94101644,,,
greg rabidoux,greg rabidoux,17167,3438,District 7,7,2010,tennessee,Rep,,,1,,2010,106,9,tennessee,7,0.99999654,,,
harold e. ford jr.,harold ford,2649,3439,Class I,0,2006,tennessee,Sen,,F000261,1,,2006,667,5,tennessee,42,0.94756246,,,
jim bryson,jim bryson,9325,3450,,0,2006,tennessee,Gov,,,1,,2006,665,6,tennessee,50,0.9999982,,,
john j. duncan jr.,john j. duncan jr.,2794,3451,District 2,2,2016,tennessee,Rep,,D000533,1,,2016,161,8,tennessee,20,0.9999988,,,
john rose,john rose,9008,3452,District 6,4,2022,tennessee,Rep,,R000612,0,,2022,9,11,tennessee,19,0.99999815,,,
john tanner,john s. tanner,13960,3453,District 8,8,2008,tennessee,Rep,House,T000038,2,,2008,47,10,tennessee,20,0.9834626,,,
john wolfe,"john wolfe, jr.",8502,3454,District 3,3,2010,tennessee,Rep,,,1,,2010,103,13,tennessee,36,0.97252405,,,
justin kanew,justin kanew,9009,3455,District 7,7,2018,tennessee,Rep,,,1,,2018,135,13,tennessee,11,0.9999981,,,
kenneth w. martin,kenneth martin,15658,3456,District 4,4,2006,tennessee,Rep,,,1,,2006,68,12,tennessee,20,0.9827077,,,
kiran sreepada,kiran sreepada,10684,3457,District 7,7,2020,tennessee,Rep,,,0,,2020,145,12,tennessee,19,0.9999993,,,
lenda sherrell,lenda sherrell,4100,3458,District 4,4,2014,tennessee,Rep,,,2,,2014,14,13,tennessee,4,0.99999976,,,
lincoln davis,lincoln davis,8483,3459,District 4,4,2010,tennessee,Rep,House,D000599,4,,2010,90,15,tennessee,2,0.9999996,,,
mariah phillips,mariah phillips,9005,3460,District 4,4,2018,tennessee,Rep,,,1,,2018,179,15,tennessee,18,0.99999666,,,
mark e. clayton,mark clayton,1215,3461,Class I,0,2012,tennessee,Sen,,,2,,2012,313,26,tennessee,57,0.9576709,,,
mark e. green,mark e. green,10694,3462,District 7,4,2022,tennessee,Rep,,G000590,0,,2022,15,13,tennessee,16,0.99999815,,,
mark white,mark white,16034,3463,District 9,9,2006,tennessee,Rep,,,1,,2006,55,15,tennessee,32,0.9999985,,,
marquita bradshaw,marquita bradshaw,10958,3464,Class II,0,2020,tennessee,Sen,,,0,,2020,1413,15,tennessee,46,0.99999845,,,
martin olsen,marty olsen,9001,3465,District 1,1,2018,tennessee,Rep,,,1,,2018,190,18,tennessee,8,0.9505373,,,
mary m. headrick,mary headrick,4086,3466,District 3,3,2012,tennessee,Rep,,,4,,2012,31,28,tennessee,7,0.9612615,,,
meg gorman,meg gorman,10887,3467,District 3,3,2020,tennessee,Rep,,,0,,2020,173,17,tennessee,2,0.99999666,,,
melody f. shekari,melody shekari,17137,3468,District 3,3,2016,tennessee,Rep,,,1,,2016,134,11,tennessee,16,0.9781126,,,
michael edward clark,michael edward clark,17120,3469,District 1,1,2010,tennessee,Rep,,,1,,2010,90,17,tennessee,43,0.99999845,,,
michael d. salyer,michael salyer,5638,3470,District 1,1,2014,tennessee,Rep,,,2,,2014,13,16,tennessee,29,0.968778,,,
monty j. lankford,monty joe lankford,17139,3471,District 4,4,2008,tennessee,Rep,,,1,,2008,16,14,tennessee,10,0.96769583,,,
phil bredesen,phil bredesen,8671,3472,Class I,0,2018,tennessee,Sen,,,1,,2018,1310,19,tennessee,33,0.9999969,,,
phil bredesen,phil bredesen,8671,3472,,0,2006,tennessee,Gov,,,1,,2006,671,17,tennessee,44,0.9999969,,,
randy g. morris,randy gene morris,17165,3473,District 7,7,2008,tennessee,Rep,,,1,,2008,12,15,tennessee,19,0.9633173,,,
renee hoyos,renee hoyos,9002,3474,District 2,2,2020,tennessee,Rep,,,1,,2020,205,19,tennessee,14,0.9999971,,,
renee hoyos,renee hoyos,9002,3474,District 2,2,2018,tennessee,Rep,,,1,,2018,178,21,tennessee,5,0.9999971,,,
rick trent,rick trent,16022,3475,District 1,1,2006,tennessee,Rep,,,1,,2006,71,18,tennessee,28,0.99999875,,,
rickey hobson,rickey hobson,4087,3476,District 8,8,2016,tennessee,Rep,,,1,,2016,105,13,tennessee,8,0.999998,,,
rob russell,rob russell,17119,3477,District 1,1,2008,tennessee,Rep,,,1,,2008,16,16,tennessee,4,1,,,
roy brasfield herron,roy herron,8484,3478,District 8,8,2010,tennessee,Rep,,,1,,2010,87,19,tennessee,20,0.9076076,,,
scott desjarlais,scott desjarlais,2786,3479,District 4,4,2018,tennessee,Rep,House,D000616,11,,2018,179,22,tennessee,17,0.99999833,,,
stacy ries snyder,stacy ries snyder,17153,3480,District 5,5,2016,tennessee,Rep,,,1,,2016,154,15,tennessee,30,0.9999977,,,
stephen lee fincher,stephen lee fincher,2804,3481,District 8,5,2012,tennessee,Rep,,F000458,2,,2012,5,33,tennessee,28,1,,,
steven reynolds,steven reynolds,17141,3482,District 4,4,2016,tennessee,Rep,,,1,,2016,129,18,tennessee,27,0.9999965,,,
stuart starr,stuart starr,17127,3483,District 2,2,2016,tennessee,Rep,,,1,,2016,161,19,tennessee,19,0.999999,,,
tharon chandler,tharon chandler,15230,3484,District 7,7,2016,tennessee,Rep,,,1,,2016,128,20,tennessee,21,0.9999991,,,
tim burchett,tim burchett,9003,3485,District 2,2,2022,tennessee,Rep,,B001309,1,,2022,183,22,tennessee,27,0.9999975,,,
timothy d. dixon,timothy dixon,5619,3486,District 8,8,2012,tennessee,Rep,,,2,,2012,23,35,tennessee,29,0.9880388,,,
thomas f. kovach,tom kovach,15659,3487,District 5,5,2006,tennessee,Rep,,,1,,2006,94,20,tennessee,13,0.9384427,,,
troy christopher goodale,troy goodale,5621,3488,District 2,2,2012,tennessee,Rep,,,2,,2012,38,38,tennessee,22,0.9339543,,,
floyd wayne alberson,wayne alberson,17177,3489,District 9,9,2016,tennessee,Rep,,,1,,2016,122,21,tennessee,26,0.9038197,,,
wes bradley,wes bradley,4080,3490,District 8,8,2014,tennessee,Rep,,,2,,2014,12,21,tennessee,8,0.9999999,,,
william j. smith,william h. frist,,3491,District 7,0,2006,tennessee,Sen,Senate,F000439,1,,2006,667,21,tennessee,5,0.8796801,,,
adam p. bell,adam p. bell,17187,3492,District 3,3,2016,texas,Rep,,,1,,2016,122,0,texas,34,0.99999857,,,
